"","X","address","attributes","business_id","categories","city","hours","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"28188",91576,"611 N Sherman Ave","{'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","ILa-Xv5-h23A9OMrYK17oQ","Breakfast & Brunch, Food, Bakeries, Cafes, Comfort Food, Event Planning & Services, Soul Food, Caterers, American (New), Restaurants","Madison","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",1,43.107431,-89.3636588,"Manna Cafe & Bakery","53704",214,4,"WI"
"28215",91655,"430 State St","{'Caters': 'False', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'Alcohol': ""'none'"", 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}","jaHKCpllY6Vb_kgQ4DYFkw","Tea Rooms, Coffee & Tea, Restaurants, Food, Bubble Tea, Cafes","Madison","{'Monday': '10:0-21:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '10:0-16:0'}",1,43.0749909,-89.3922205,"Sencha Tea Bar - Madison","53703",56,4,"WI"
"28239",91731,"2623 Monroe St","{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True'}","cJLx99fsYPM0SlNfWLb4Ug","Pakistani, Restaurants, Indian","Madison","{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",1,43.0571808,-89.428167,"Taste of India","53711",62,4,"WI"
"28252",91769,"1308 W Dayton St","{'RestaurantsDelivery': 'False', 'HasTV': 'False', 'NoiseLevel': ""u'loud'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'paid'"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'False', 'Caters': 'False', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","upI-oDFUBr_P9Q_waV7rmQ","Asian Fusion, Restaurants","Madison","{'Monday': '17:0-20:0', 'Tuesday': '17:0-20:0', 'Wednesday': '17:0-20:0', 'Thursday': '17:0-20:0', 'Friday': '17:0-20:0'}",1,43.0717653,-89.4081342,"Ginger Root","53715",16,2.5,"WI"
"28273",91832,"7860 Mineral Point Rd","{'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True'}","gtHH0BgHFSXc-Z1seIWJ1g","Ice Cream & Frozen Yogurt, Food, Fast Food, Restaurants","Madison","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:30-21:0'}",1,43.0612573,-89.5190801,"Dairy Queen","53717",7,3.5,"WI"
"28441",92387,"15 N Butler St","{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'HasTV': 'False'}","5p5YW_5bMOSuLIQjkJPO3w","Italian, Restaurants, Pizza, American (New)","Madison","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0'}",1,43.0772085,-89.3815265,"Naples 15 Opening Soon","53703",194,4,"WI"
"28502",92586,"232 E Olin Ave","{'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'""}","HeN_Ru6w-T-oJn6T_N1vfQ","American (Traditional), Sports Bars, Bars, Diners, Nightlife, Restaurants","Madison","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",1,43.0519792,-89.379378,"The Coliseum Bar & Banquet","53713",53,3,"WI"
"28532",92673,"4235 Lien Rd","{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2'}","l40bwGID1swnFoX-PvmTEw","Nightlife, American (Traditional), Restaurants, Bars, Sports Bars","Madison","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}",0,43.1206789,-89.3096139,"My Buddies","53714",10,3,"WI"
"28729",93311,"447 W Gilman St","{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","EFOQdRak3K15hIuN2Q3Cpg","Vegan, Restaurants, Hot Dogs, American (New)","Madison","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0'}",0,43.0736723016,-89.3948453665,"wiener shop","53703",25,4,"WI"
"28761",93417,"118 W Towne Mall","{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","B46YpcGGZ5nBjGLzSJLVbA","Steakhouses, Cheesesteaks, Sandwiches, Restaurants, Fast Food","Madison","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,43.0584893289,-89.5049741579,"Steak Escape West Towne Mall","53719",4,4,"WI"
"28791",93527,"313 W Beltline Hwy","{'HasTV': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'False'}","P3pgWKV7j_ea-UqIaOnvvg","Food, Delis, Specialty Food, Event Planning & Services, Restaurants, Caterers, Soul Food","Madison","{'Tuesday': '9:30-20:0', 'Wednesday': '9:30-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '11:0-19:0'}",0,43.0368977,-89.3882153,"Melly Mell's","53713",20,4.5,"WI"
"28823",93616,"6637 Mineral Point Rd","{'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'Alcohol': ""'none'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'HasTV': 'False', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","L7ruEZJO8tGQIHPxGTztAA","Sandwiches, Food, Soup, Restaurants, Breakfast & Brunch, Event Planning & Services, Bagels, Salad, Caterers","Madison","{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '7:0-21:0'}",1,43.0604226761,-89.4967161771,"Panera Bread","53705",29,3,"WI"
"28835",93652,"420 N Park St","{'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False'}","wgUVdIKvCiQKtpkg4n4T-Q","Food Court, Restaurants, Colleges & Universities, Education","Madison","{'Monday': '17:0-18:30', 'Tuesday': '17:0-18:30', 'Wednesday': '17:0-18:30', 'Thursday': '17:0-18:30', 'Friday': '17:0-18:0'}",1,43.073964209,-89.4017703008,"Rheta's Market","53706",3,3.5,"WI"
"28943",93982,"5404 Raywood Rd",NA,"bCosDkhWzMJupoRV2be-VA","Bars, Lounges, Nightlife, Restaurants, American (Traditional)","Madison","{'Monday': '10:0-2:0', 'Tuesday': '10:0-2:0', 'Wednesday': '10:0-2:0', 'Thursday': '10:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '10:0-2:0'}",0,43.0468733,-89.3547473,"South Bay Lounge","53713",7,3.5,"WI"
"28983",94108,"2302 Packers Ave","{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': True, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","B5EZlEDH6AVDk8tQGHAGqg","Nightlife, American (Traditional), Restaurants, Dive Bars, Bars","Madison","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:30', 'Saturday': '10:0-2:30', 'Sunday': '10:0-17:0'}",1,43.1233704,-89.3553901,"Villa Tap","53704",39,4,"WI"
"28999",94154,"704 S Whitney Way","{'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""'full_bar'"", 'WiFi': ""'no'""}","i7NqPkLgLEBApeoBsPNvyA","Restaurants, Italian","Madison","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,43.0495471,-89.4740771,"Nonno's Ristorante Italiano","53711",107,4,"WI"
"29032",94270,"638 S Whitney Way","{'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True'}","uoV4aDfXbRmvyHSezdn--w","Restaurants, Chinese, Asian Fusion","Madison","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:30', 'Saturday': '10:30-22:30', 'Sunday': '12:0-21:30'}",1,43.051829081,-89.4757021905,"Tai's Asian Bistro","53719",85,4,"WI"
"29057",94337,"666 Wisconsin Ave","{'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'False', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True'}","xBm40tTwoKYP8OBP4ruPDw","Event Planning & Services, Hotels & Travel, Hotels, Restaurants","Madison","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",0,43.079273,-89.39021,"The Edgewater","53703",23,3.5,"WI"
"29080",94416,"320 W Johnson St","{'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '3', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'""}","vKlfioFE5L-ZSUIbg0NY3Q","Wine Bars, Restaurants, Nightlife, Bars, French","Madison",NA,0,43.0743689,-89.3905441,"Le Chardonnay","53703",4,5,"WI"
"29171",94769,"3195 Muir Field Rd","{'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True'}","E4HlcOykIxIDiJyUKO-eIg","Chinese, Restaurants","Madison","{'Monday': '16:0-21:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",1,43.0162232238,-89.5103274509,"Chang Jiang Restaurant","53719",25,2.5,"WI"
"29220",94920,"111 W Towne Mall","{'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'loud'"", 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}","z_2Kc8bPWv0cGEO_jZzxWw","Japanese, Restaurants","Madison","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,43.0570894,-89.5093181,"Sarku Japan","53719",15,4,"WI"
